1979,1704
,68893
1992,12912
1990,12247
1991,12921
1985,4942
1986,4997
1987,6083
1988,7495
1989,10291
1984,5031
1982,3894
1983,4421
1980,3052
1981,3162
1995,14205
1994,14491
1993,13549
1996,14734
1997,15798
1998,16149
1999,17019
2000,18782
2001,19923
2002,21109
2003,23080
2004,25598
2005,29043
2006,32527
2007,35332
2008,38020
2011,48399
2010,43507
2009,38743
2012,50156
2013,54549
2014,59838
2015,64702
2016,65841
2017,67076
2018,67315
2019,49170
2020,7619
